state,fips_code,county,county seat,latitude,longitude,longitude_abs,population,land area,water area,total area
Nebraska,31125,Nance,Fullerton,+41.402386°,–97.991408°,97.991408°,"3,735","1,143.82",17.088,"1,160.91"
Nebraska,31127,Nemaha,Auburn,+40.387448°,–95.850954°,95.850954°,"7,248","1,055.12",5.755,"1,060.87"
Nebraska,31129,Nuckolls,Nelson,+40.176492°,–98.046842°,98.046842°,"4,500","1,489.65",1.718,"1,491.36"
Nebraska,31131,Otoe,Nebraska City,+40.637992°,–96.131027°,96.131027°,"15,740","1,594.48",8.775,"1,603.25"
Nebraska,31133,Pawnee,Pawnee City,+40.137850°,–96.245225°,96.245225°,"2,773","1,116.48",4.852,"1,121.33"
Nebraska,31135,Perkins,Grant,+40.856065°,–101.636443°,101.636443°,"2,970","2,287.83",2.84,"2,290.67"
Nebraska,31137,Phelps,Holdrege,+40.516365°,–99.406557°,99.406557°,"9,188","1,398.05",1.647,"1,399.70"
Nebraska,31139,Pierce,Pierce,+42.271413°,–97.610992°,97.610992°,"7,266","1,484.71",3.482,"1,488.19"
Nebraska,31141,Platte,Columbus,+41.576866°,–97.513467°,97.513467°,"32,237","1,745.81",27.272,"1,773.08"
Nebraska,31143,Polk,Osceola,+41.187925°,–97.570663°,97.570663°,"5,406","1,135.31",5.949,"1,141.26"
Nebraska,31145,Red Willow,McCook,+40.169420°,–100.468576°,100.468576°,"11,055","1,856.98",2.643,"1,859.63"
Nebraska,31147,Richardson,Falls City,+40.123743°,–95.718603°,95.718603°,"8,363","1,429.26",7.078,"1,436.34"
Nebraska,31149,Rock,Bassett,+42.413325°,–99.458530°,99.458530°,"1,526","2,611.53",8.808,"2,620.34"
Nebraska,31151,Saline,Wilber,+40.516802°,–97.131755°,97.131755°,"14,200","1,486.70",5.935,"1,492.63"
Nebraska,31153,Sarpy,Papillion,+41.115064°,–96.109125°,96.109125°,"158,840",618.982,22.1,641.082
Nebraska,31155,Saunders,Wahoo,+41.223152°,–96.640923°,96.640923°,"20,780","1,943.10",24.828,"1,967.92"
Nebraska,31157,Scotts Bluff,Gering,+41.851589°,–103.705860°,103.705860°,"36,970","1,915.04",15.438,"1,930.48"
Nebraska,31159,Seward,Seward,+40.871944°,–97.140383°,97.140383°,"16,750","1,479.99",11.548,"1,491.54"
Nebraska,31161,Sheridan,Rushville,+42.507074°,–102.389698°,102.389698°,"5,469","6,321.80",74.942,"6,396.75"
Nebraska,31163,Sherman,Loup City,+41.218743°,–98.972849°,98.972849°,"3,152","1,465.49",15.062,"1,480.55"
Nebraska,31165,Sioux,Harrison,+42.483806°,–103.742605°,103.742605°,"1,311","5,352.83",1.873,"5,354.71"
Nebraska,31167,Stanton,Stanton,+41.904793°,–97.174724°,97.174724°,"6,129","1,108.38",7.909,"1,116.29"
Nebraska,31169,Thayer,Hebron,+40.173845°,–97.596263°,97.596263°,"5,228","1,486.15",3.025,"1,489.18"
Nebraska,31171,Thomas,Thedford,+41.848620°,–100.506911°,100.506911°,647,"1,847.27",2.028,"1,849.30"
Nebraska,31173,Thurston,Pender,+42.154061°,–96.533943°,96.533943°,"6,940","1,019.38",6.459,"1,025.84"
Nebraska,31175,Valley,Ord,+41.564094°,–98.983484°,98.983484°,"4,260","1,471.24",6.243,"1,477.48"
Nebraska,31177,Washington,Blair,+41.533979°,–96.224574°,96.224574°,"20,234","1,009.99",8.388,"1,018.37"
Nebraska,31179,Wayne,Wayne,+42.210746°,–97.126243°,97.126243°,"9,595","1,147.14",1.088,"1,148.23"
Nebraska,31181,Webster,Red Cloud,+40.180646°,–98.498590°,98.498590°,"3,812","1,489.02",0.337,"1,489.36"
Nebraska,31183,Wheeler,Bartlett,+41.937859°,–98.522289°,98.522289°,818,"1,489.72",1.059,"1,490.78"
Nebraska,31185,York,York,+40.873056°,–97.596742°,97.596742°,"13,665","1,482.79",8.596,"1,491.39"
Nevada,32001,Churchill,Fallon,+39.525701°,–118.270419°,118.270419°,"24,877","12,769.83",242.422,"13,012.25"
Nevada,32003,Clark,Las Vegas,+36.214236°,–115.013819°,115.013819°,"1,951,269","20,438.71",438.695,"20,877.41"
Nevada,32005,Douglas,Minden,+38.905129°,–119.609019°,119.609019°,"46,997","1,838.16",72.318,"1,910.48"
Nevada,32007,Elko,Elko,+41.141133°,–115.351424°,115.351424°,"48,818","44,469.66",85.759,"44,555.42"
Nevada,32009,Esmeralda,Goldfield,+37.778966°,–117.632382°,117.632382°,783,"9,277.02",18.552,"9,295.57"
Nevada,32011,Eureka,Eureka,+39.977788°,–116.272208°,116.272208°,"1,987","10,814.97",11.083,"10,826.05"
Nevada,32013,Humboldt,Winnemucca,+41.407914°,–118.127592°,118.127592°,"16,528","24,969.44",44.197,"25,013.64"
Nevada,32015,Lander,Battle Mountain,+39.900211°,–117.047240°,117.047240°,"5,775","14,219.31",76.103,"14,295.41"
Nevada,32017,Lincoln,Pioche,+37.634605°,–114.863037°,114.863037°,"5,345","27,539.87",9.803,"27,549.67"
Nevada,32019,Lyon,Yerington,+39.022214°,–119.197417°,119.197417°,"51,980","5,183.05",59.603,"5,242.65"
Nevada,32021,Mineral,Hawthorne,+38.516647°,–118.416279°,118.416279°,"4,772","9,719.82",155.747,"9,875.57"
Nevada,32023,Nye,Tonopah,+37.966379°,–116.459047°,116.459047°,"43,946","47,090.97",43.209,"47,134.18"
Nevada,32027,Pershing,Lovelock,+40.439639°,–118.409477°,118.409477°,"6,753","15,634.63",79.934,"15,714.56"
Nevada,32029,Storey,Virginia City,+39.438385°,–119.524646°,119.524646°,"4,010",680.961,1.872,682.833
Nevada,32031,Washoe,Reno,+40.703311°,–119.710315°,119.710315°,"421,407","16,323.05",621.198,"16,944.25"
Nevada,32033,White Pine,Ely,+39.417804°,–114.900945°,114.900945°,"10,030","22,987.82",54.679,"23,042.50"
Nevada,32510,Carson City,—,+39.153447°,–119.743442°,119.743442°,"55,274",374.673,32.587,407.26
New Hampshire,33001,Belknap,Laconia,+43.519109°,–71.425366°,71.425366°,"60,088","1,036.60",177.025,"1,213.62"
New Hampshire,33003,Carroll,Ossipee,+43.867567°,–71.201665°,71.201665°,"47,818","2,411.44",158.956,"2,570.39"
New Hampshire,33005,Cheshire,Keene,+42.925455°,–72.248217°,72.248217°,"77,117","1,830.24",58.115,"1,888.36"
New Hampshire,33007,Coos,Lancaster,+44.652419°,–71.289383°,71.289383°,"33,055","4,648.21",90.778,"4,738.99"
New Hampshire,33009,Grafton,Woodsville,+43.926488°,–71.842264°,71.842264°,"89,118","4,425.64",105.662,"4,531.30"
New Hampshire,33011,Hillsborough,"Manchester, Nashua",+42.911643°,–71.723101°,71.723101°,"400,721","2,269.19",41.637,"2,310.83"
New Hampshire,33013,Merrimack,Concord,+43.299485°,–71.680130°,71.680130°,"146,445","2,419.35",57.836,"2,477.19"
New Hampshire,33015,Rockingham,Brentwood,+42.989360°,–71.099437°,71.099437°,"295,223","1,799.32",260.008,"2,059.33"
New Hampshire,33017,Strafford,Dover,+43.293177°,–71.035927°,71.035927°,"123,143",955.641,38.919,994.559
New Hampshire,33019,Sullivan,Newport,+43.361188°,–72.222084°,72.222084°,"43,742","1,391.64",38.022,"1,429.66"
New Jersey,34001,Atlantic,Mays Landing,+39.469354°,–74.633758°,74.633758°,"274,549","1,439.27",300.755,"1,740.02"
New Jersey,34003,Bergen,Hackensack,+40.959090°,–74.074522°,74.074522°,"905,116",603.49,35.385,638.875
New Jersey,34005,Burlington,Mount Holly Township,+39.875786°,–74.663006°,74.663006°,"448,734","2,068.30",55.069,"2,123.37"
New Jersey,34007,Camden,Camden,+39.802352°,–74.961251°,74.961251°,"513,657",573.068,15.617,588.685
New Jersey,34009,Cape May,Cape May Court House,+39.086143°,–74.847716°,74.847716°,"97,265",651.187,955.684,"1,606.87"
New Jersey,34011,Cumberland,Bridgeton,+39.328387°,–75.121644°,75.121644°,"156,898","1,252.78",502.246,"1,755.03"
New Jersey,34013,Essex,Newark,+40.787217°,–74.246136°,74.246136°,"783,969",326.888,8.854,335.742
New Jersey,34015,Gloucester,Woodbury,+39.721019°,–75.143708°,75.143708°,"288,288",833.99,39.296,873.286
New Jersey,34017,Hudson,Jersey City,+40.731384°,–74.078627°,74.078627°,"634,266",119.634,41.756,161.39
New Jersey,34019,Hunterdon,Flemington,+40.565283°,–74.911970°,74.911970°,"128,349","1,108.05",24.911,"1,132.96"
New Jersey,34021,Mercer,Trenton,+40.282503°,–74.703724°,74.703724°,"366,513",581.601,11.218,592.819
New Jersey,34023,Middlesex,New Brunswick,+40.439593°,–74.407585°,74.407585°,"809,858",800.083,36.034,836.118
New Jersey,34025,Monmouth,Freehold Borough,+40.287056°,–74.152446°,74.152446°,"630,380","1,214.17",509.002,"1,723.17"
New Jersey,34027,Morris,Morristown,+40.858581°,–74.547427°,74.547427°,"492,276","1,191.85",55.55,"1,247.40"
New Jersey,34029,Ocean,Toms River,+39.865850°,–74.263027°,74.263027°,"576,567","1,628.54",742.342,"2,370.88"
New Jersey,34031,Passaic,Paterson,+41.033763°,–74.300308°,74.300308°,"501,226",478.093,32.407,510.5
New Jersey,34033,Salem,Salem,+39.573828°,–75.357356°,75.357356°,"66,083",859.614,104.713,964.327
New Jersey,34035,Somerset,Somerville,+40.565522°,–74.619930°,74.619930°,"323,444",781.693,7.883,789.576
New Jersey,34037,Sussex,Newton,+41.137424°,–74.691855°,74.691855°,"149,265","1,344.24",43.327,"1,387.57"
New Jersey,34039,Union,Elizabeth,+40.659871°,–74.308696°,74.308696°,"536,499",266.393,6.595,272.988
New Jersey,34041,Warren,Belvidere,+40.853524°,–75.009542°,75.009542°,"108,692",924.412,15.384,939.796
New Mexico,35001,Bernalillo,Albuquerque,+35.054002°,–106.669065°,106.669065°,"662,564","3,006.53",16.471,"3,023.00"
New Mexico,35003,Catron,Reserve,+33.901814°,–108.392097°,108.392097°,"3,725","17,932.27",14.194,"17,946.47"
New Mexico,35005,Chaves,Roswell,+33.361605°,–104.469837°,104.469837°,"65,645","15,708.99",25.507,"15,734.50"
New Mexico,35006,Cibola,Grants,+34.932050°,–108.000255°,108.000255°,"27,213","11,757.20",5.83,"11,763.03"
New Mexico,35007,Colfax,Raton,+36.612963°,–104.640126°,104.640126°,"13,750","9,733.33",26.319,"9,759.65"
New Mexico,35009,Curry,Clovis,+34.572984°,–103.346055°,103.346055°,"48,376","3,638.41",8.174,"3,646.58"
New Mexico,35011,De Baca,Fort Sumner,+34.351429°,–104.401527°,104.401527°,"2,022","6,015.57",29.16,"6,044.73"
New Mexico,35013,Dona Ana,Las Cruces,+32.350912°,–106.832182°,106.832182°,"209,233","9,861.41",17.79,"9,879.20"
New Mexico,35015,Eddy,Carlsbad,+32.457858°,–104.306471°,104.306471°,"53,829","10,815.08",56.453,"10,871.53"
New Mexico,35017,Grant,Silver City,+32.732087°,–108.381504°,108.381504°,"29,514","10,260.56",15.35,"10,275.91"
New Mexico,35019,Guadalupe,Santa Rosa,+34.869782°,–104.784968°,104.784968°,"4,687","7,848.91",2.888,"7,851.80"
New Mexico,35021,Harding,Mosquero,+35.863152°,–103.829931°,103.829931°,695,"5,504.87",1.154,"5,506.02"
New Mexico,35023,Hidalgo,Lordsburg,+31.899658°,–108.745729°,108.745729°,"4,894","8,901.43",23.652,"8,925.08"
New Mexico,35025,Lea,Lovington,+32.795687°,–103.413271°,103.413271°,"64,727","11,372.46",8.469,"11,380.93"
New Mexico,35027,Lincoln,Carrizozo,+33.740941°,–105.449083°,105.449083°,"20,497","12,512.47",0.564,"12,513.03"
New Mexico,35028,Los Alamos,Los Alamos,+35.870047°,–106.307968°,106.307968°,"17,950",282.74,0.23,282.97
New Mexico,35029,Luna,Deming,+32.184482°,–107.746639°,107.746639°,"25,095","7,679.80",0.432,"7,680.23"
New Mexico,35031,McKinley,Gallup,+35.573732°,–108.255307°,108.255307°,"71,492","14,114.94",14.161,"14,129.10"
New Mexico,35033,Mora,Mora,+35.982841°,–104.921898°,104.921898°,"4,881","5,001.98",6.079,"5,008.06"
New Mexico,35035,Otero,Alamogordo,+32.588776°,–105.781079°,105.781079°,"63,797","17,128.13",37.019,"17,165.15"
New Mexico,35037,Quay,Tucumcari,+35.107018°,–103.548071°,103.548071°,"9,041","7,444.53",18.735,"7,463.27"
New Mexico,35039,Rio Arriba,Tierra Amarilla,+36.509669°,–106.693983°,106.693983°,"40,246","15,179.50",91.46,"15,270.96"
New Mexico,35041,Roosevelt,Portales,+34.021457°,–103.482725°,103.482725°,"19,846","6,338.82",18.704,"6,357.52"
New Mexico,35043,Sandoval,Aztec,+35.685073°,–106.882618°,106.882618°,"131,561","9,610.54",13.708,"9,624.25"
New Mexico,35045,San Juan,Las Vegas,+36.511625°,–108.324578°,108.324578°,"130,044","14,278.78",65.674,"14,344.45"
New Mexico,35047,San Miguel,Bernalillo,+35.476876°,–104.803515°,104.803515°,"29,393","12,213.92",51.38,"12,265.30"
New Mexico,35049,Santa Fe,Santa Fe,+35.513722°,–105.966441°,105.966441°,"144,170","4,945.36",3.775,"4,949.13"
New Mexico,35051,Sierra,Truth or Consequences,+33.119479°,–107.188161°,107.188161°,"11,988","10,823.45",148.324,"10,971.77"
New Mexico,35053,Socorro,Socorro,+33.991614°,–106.939003°,106.939003°,"17,866","17,214.82",5.36,"17,220.18"
New Mexico,35055,Taos,Taos,+36.576529°,–105.637987°,105.637987°,"32,937","5,706.03",3.386,"5,709.42"
New Mexico,35057,Torrance,Estancia,+34.634644°,–105.846836°,105.846836°,"16,383","8,663.11",2.301,"8,665.41"
New Mexico,35059,Union,Clayton,+36.488085°,–103.475723°,103.475723°,"4,549","9,903.45",18.468,"9,921.92"
New Mexico,35061,Valencia,Los Lunas,+34.716840°,–106.806582°,106.806582°,"76,569","2,761.38",5.489,"2,766.87"
New York,36001,Albany,Albany,+42.588271°,–73.974014°,73.974014°,"304,204","1,354.06",27.189,"1,381.25"
New York,36003,Allegany,Belmont,+42.247894°,–78.026176°,78.026176°,"48,946","2,665.90",13.154,"2,679.05"
New York,36005,Bronx,—,+40.848711°,–73.852939°,73.852939°,"1,385,108",109.029,39.838,148.867
New York,36007,Broome,Binghamton,+42.161977°,–75.830291°,75.830291°,"200,600","1,827.93",25.249,"1,853.17"
New York,36009,Cattaraugus,Little Valley,+42.244853°,–78.681006°,78.681006°,"80,317","3,388.61",36.61,"3,425.22"
New York,36011,Cayuga,Auburn,+43.008546°,–76.574587°,76.574587°,"80,026","1,791.19",445.708,"2,236.90"
New York,36013,Chautauqua,Mayville,+42.304216°,–79.407595°,79.407595°,"134,905","2,745.97","1,139.48","3,885.46"
New York,36015,Chemung,Elmira,+42.155281°,–76.747179°,76.747179°,"88,830","1,055.04",8.877,"1,063.91"
New York,36017,Chenango,Norwich,+42.489732°,–75.604905°,75.604905°,"50,477","2,314.28",13.161,"2,327.44"
New York,36019,Clinton,Plattsburgh,+44.752710°,–73.705648°,73.705648°,"82,128","2,688.03",206.355,"2,894.38"
New York,36021,Columbia,Hudson,+42.247729°,–73.626805°,73.626805°,"63,096","1,643.88",35.121,"1,679.00"
New York,36023,Cortland,Cortland,+42.593824°,–76.076265°,76.076265°,"49,336","1,291.78",7.144,"1,298.93"
New York,36025,Delaware,Delhi,+42.193987°,–74.966728°,74.966728°,"47,980","3,735.90",64.766,"3,800.67"
New York,36027,Dutchess,Poughkeepsie,+41.755009°,–73.739951°,73.739951°,"297,488","2,060.67",76.969,"2,137.64"
New York,36029,Erie,Buffalo,+42.752759°,–78.778192°,78.778192°,"919,040","2,700.56",476.974,"3,177.54"
New York,36031,Essex,Elizabethtown,+44.108971°,–73.777573°,73.777573°,"39,370","4,647.03",315.978,"4,963.01"
New York,36033,Franklin,Malone,+44.594374°,–74.310670°,74.310670°,"51,599","4,219.40",177.032,"4,396.43"
New York,36035,Fulton,Johnstown,+43.115609°,–74.423678°,74.423678°,"55,531","1,283.26",96.893,"1,380.15"
New York,36037,Genesee,Batavia,+43.000910°,–78.192778°,78.192778°,"60,079","1,276.70",6.143,"1,282.84"
New York,36039,Greene,Catskill,+42.286951°,–74.149495°,74.149495°,"49,221","1,676.14",28.201,"1,704.34"
New York,36041,Hamilton,Lake Pleasant,+43.657879°,–74.502456°,74.502456°,"4,836","4,447.98",234.214,"4,682.19"
New York,36043,Herkimer,Herkimer,+43.461635°,–74.894694°,74.894694°,"64,519","3,655.69",120.4,"3,776.09"
New York,36045,Jefferson,Watertown,+43.995371°,–76.053522°,76.053522°,"116,229","3,285.63","1,524.55","4,810.18"
New York,36047,Kings,—,+40.635133°,–73.950777°,73.950777°,"2,504,700",183.412,67.603,251.015
New York,36049,Lewis,Lowville,+43.786397°,–75.442617°,75.442617°,"27,087","3,301.40",39.581,"3,340.99"
New York,36051,Livingston,Geneseo,+42.727485°,–77.769780°,77.769780°,"65,393","1,636.26",22.006,"1,658.26"
New York,36053,Madison,Wampsville,+42.910026°,–75.663575°,75.663575°,"73,442","1,696.03",16.681,"1,712.72"
New York,36055,Monroe,Rochester,+43.464475°,–77.664656°,77.664656°,"744,344","1,702.15","1,837.66","3,539.81"
New York,36057,Montgomery,Fonda,+42.900891°,–74.435358°,74.435358°,"50,219","1,043.88",18.939,"1,062.82"
New York,36059,Nassau,Mineola,+40.729687°,–73.589384°,73.589384°,"1,339,532",737.411,436.461,"1,173.87"
New York,36061,New York,—,+40.776557°,–73.970174°,73.970174°,"1,585,873",59.126,27.873,86.999
New York,36063,Niagara,Lockport,+43.456731°,–78.792143°,78.792143°,"216,469","1,352.90","1,598.83","2,951.73"
New York,36065,Oneida,Utica,+43.242727°,–75.434282°,75.434282°,"234,878","3,140.18",117.138,"3,257.31"
New York,36067,Onondaga,Syracuse,+43.006530°,–76.196117°,76.196117°,"467,026","2,016.02",70.521,"2,086.54"
New York,36069,Ontario,Canandaigua,+42.856695°,–77.303277°,77.303277°,"107,931","1,668.12",47.814,"1,715.94"
New York,36071,Orange,Goshen,+41.402410°,–74.306252°,74.306252°,"372,813","2,102.26",69.822,"2,172.08"
New York,36073,Orleans,Albion,+43.502287°,–78.229726°,78.229726°,"42,883","1,013.36","1,103.76","2,117.11"
New York,36075,Oswego,Oswego,+43.461443°,–76.209258°,76.209258°,"122,109","2,464.76",933.518,"3,398.28"
New York,36077,Otsego,Cooperstown,+42.629776°,–75.028841°,75.028841°,"62,259","2,594.39",36.394,"2,630.79"
New York,36079,Putnam,Carmel,+41.427904°,–73.743882°,73.743882°,"99,710",596.504,41.283,637.787
New York,36081,Queens,—,+40.658557°,–73.837929°,73.837929°,"2,230,722",281.097,180.458,461.555
New York,36083,Rensselaer,Troy,+42.710421°,–73.513845°,73.513845°,"159,429","1,689.79",33.571,"1,723.36"
New York,36085,Richmond,—,+40.563855°,–74.137063°,74.137063°,"468,730",151.179,113.755,264.933
New York,36087,Rockland,New City,+41.154785°,–74.024772°,74.024772°,"311,687",449.493,66.8,516.293
New York,36089,St. Lawrence,Canton,+44.488113°,–75.074311°,75.074311°,"111,944","6,942.15",365.349,"7,307.49"
New York,36091,Saratoga,Ballston Spa,+43.106135°,–73.855387°,73.855387°,"219,607","2,097.85",87.603,"2,185.45"
New York,36093,Schenectady,Schenectady,+42.817542°,–74.043583°,74.043583°,"154,727",529.694,12.614,542.308
New York,36095,Schoharie,Schoharie,+42.591294°,–74.438172°,74.438172°,"32,749","1,610.50",11.677,"1,622.18"
New York,36097,Schuyler,Watkins Glen,+42.419776°,–76.938604°,76.938604°,"18,343",850.379,36.246,886.626
New York,36099,Seneca,"Ovid, Waterloo",+42.782294°,–76.827088°,76.827088°,"35,251",838.393,172.839,"1,011.23"
New York,36101,Steuben,Bath,+42.266725°,–77.385525°,77.385525°,"98,990","3,601.53",35.027,"3,636.56"
New York,36103,Suffolk,Riverhead,+40.943554°,–72.692218°,72.692218°,"1,493,350","2,362.20","3,784.19","6,146.39"
New York,36105,Sullivan,Monticello,+41.720176°,–74.764680°,74.764680°,"77,547","2,507.45",74.049,"2,581.50"
New York,36107,Tioga,Owego,+42.178057°,–76.297450°,76.297450°,"51,125","1,343.17",11.08,"1,354.25"
New York,36109,Tompkins,Ithaca,+42.453281°,–76.473712°,76.473712°,"101,564","1,229.33",43.795,"1,273.13"
New York,36111,Ulster,Kingston,+41.947232°,–74.265447°,74.265447°,"182,493","2,911.76",94.6,"3,006.36"
New York,36113,Warren,Queensbury,+43.555105°,–73.838139°,73.838139°,"65,707","2,245.40",167.449,"2,412.85"
New York,36115,Washington,Fort Edward,+43.312377°,–73.439428°,73.439428°,"63,216","2,152.76",38.083,"2,190.84"
New York,36117,Wayne,Lyons,+43.458758°,–77.063164°,77.063164°,"93,772","1,563.90","2,018.18","3,582.09"
New York,36119,Westchester,White Plains,+41.152770°,–73.745912°,73.745912°,"949,113","1,114.98",179.999,"1,294.98"
New York,36121,Wyoming,Warsaw,+42.701363°,–78.228567°,78.228567°,"42,155","1,535.21",9.171,"1,544.38"
New York,36123,Yates,Penn Yan,+42.638237°,–77.104324°,77.104324°,"25,348",875.786,97.505,973.291
North Carolina,37001,Alamance,Graham,+36.041974°,–79.399935°,79.399935°,"151,131","1,098.01",27.957,"1,125.97"
North Carolina,37003,Alexander,Taylorsville,+35.920951°,–81.177467°,81.177467°,"37,198",673.381,9.47,682.851
North Carolina,37005,Alleghany,Sparta,+36.489356°,–81.132299°,81.132299°,"11,155",608.801,3.855,612.656
North Carolina,37007,Anson,Wadesboro,+34.974996°,–80.109959°,80.109959°,"26,948","1,376.45",14.613,"1,391.07"
North Carolina,37009,Ashe,Jefferson,+36.436305°,–81.498770°,81.498770°,"27,281","1,103.68",8.117,"1,111.80"
North Carolina,37011,Avery,Newland,+36.072894°,–81.920363°,81.920363°,"17,797",639.952,0.367,640.319
North Carolina,37013,Beaufort,Washington,+35.482313°,–76.842014°,76.842014°,"47,759","2,142.42",339.348,"2,481.77"
North Carolina,37015,Bertie,Windsor,+36.061330°,–76.962367°,76.962367°,"21,282","1,811.10",108.725,"1,919.83"
North Carolina,37017,Bladen,Elizabethtown,+34.591949°,–78.539513°,78.539513°,"35,190","2,264.50",33.23,"2,297.73"
North Carolina,37019,Brunswick,Bolivia,+34.038708°,–78.227688°,78.227688°,"107,431","2,193.65",525.381,"2,719.03"
North Carolina,37021,Buncombe,Asheville,+35.609371°,–82.530426°,82.530426°,"238,318","1,700.77",8.985,"1,709.76"
North Carolina,37023,Burke,Morganton,+35.746182°,–81.706180°,81.706180°,"90,912","1,313.38",20.658,"1,334.04"
North Carolina,37025,Cabarrus,Concord,+35.387845°,–80.552868°,80.552868°,"178,011",936.925,7.033,943.958
North Carolina,37027,Caldwell,Lenoir,+35.957857°,–81.530076°,81.530076°,"83,029","1,221.35",7.116,"1,228.47"
North Carolina,37029,Camden,Camden,+36.342344°,–76.162488°,76.162488°,"9,980",623.038,180.412,803.45
North Carolina,37031,Carteret,Beaufort,+34.858313°,–76.526967°,76.526967°,"66,469","1,311.19","2,161.02","3,472.20"
North Carolina,37033,Caswell,Yanceyville,+36.393097°,–79.332546°,79.332546°,"23,719","1,100.54",8.625,"1,109.17"
North Carolina,37035,Catawba,Newton,+35.663182°,–81.214151°,81.214151°,"154,358","1,032.68",38.057,"1,070.74"
North Carolina,37037,Chatham,Pittsboro,+35.704994°,–79.251454°,79.251454°,"63,505","1,766.85",71.603,"1,838.46"
North Carolina,37039,Cherokee,Murphy,+35.136233°,–84.061308°,84.061308°,"27,444","1,179.55",29.263,"1,208.81"
North Carolina,37041,Chowan,Edenton,+36.127288°,–76.602070°,76.602070°,"14,793",446.702,157.536,604.239
North Carolina,37043,Clay,Hayesville,+35.052997°,–83.752264°,83.752264°,"10,587",556.201,15.224,571.425
North Carolina,37045,Cleveland,Shelby,+35.334630°,–81.557115°,81.557115°,"98,078","1,202.41",10.356,"1,212.77"
North Carolina,37047,Columbus,Whiteville,+34.260471°,–78.636378°,78.636378°,"58,098","2,427.58",42.338,"2,469.92"
North Carolina,37049,Craven,New Bern,+35.118179°,–77.082541°,77.082541°,"103,505","1,836.19",168.877,"2,005.07"
North Carolina,37051,Cumberland,Fayetteville,+35.050192°,–78.828719°,78.828719°,"319,431","1,689.49",15.675,"1,705.16"
North Carolina,37053,Currituck,Currituck,+36.372174°,–75.941224°,75.941224°,"23,547",678.194,685.674,"1,363.87"
North Carolina,37055,Dare,Manteo,+35.606269°,–75.767536°,75.767536°,"33,920",993.052,"3,053.97","4,047.02"
North Carolina,37057,Davidson,Lexington,+35.795123°,–80.206525°,80.206525°,"162,878","1,431.42",37.149,"1,468.57"
North Carolina,37059,Davie,Mocksville,+35.929356°,–80.542542°,80.542542°,"41,240",684.029,7.727,691.756
North Carolina,37061,Duplin,Kenansville,+34.934403°,–77.933543°,77.933543°,"58,505","2,114.00",14.128,"2,128.13"
North Carolina,37063,Durham,Durham,+36.036589°,–78.877919°,78.877919°,"267,587",740.673,30.798,771.471
North Carolina,37065,Edgecombe,Tarboro,+35.917055°,–77.602655°,77.602655°,"56,552","1,308.82",3.402,"1,312.22"
North Carolina,37067,Forsyth,Winston-Salem,+36.131667°,–80.257289°,80.257289°,"350,670","1,057.10",11.781,"1,068.88"
North Carolina,37069,Franklin,Louisburg,+36.088241°,–78.283090°,78.283090°,"60,619","1,273.45",7.295,"1,280.75"
North Carolina,37071,Gaston,Gastonia,+35.293344°,–81.177256°,81.177256°,"206,086",922.106,20.913,943.02
North Carolina,37073,Gates,Gatesville,+36.442135°,–76.702355°,76.702355°,"12,197",881.748,13.578,895.326
North Carolina,37075,Graham,Robbinsville,+35.348111°,–83.830909°,83.830909°,"8,861",756.482,24.828,781.31
North Carolina,37077,Granville,Oxford,+36.299884°,–78.657634°,78.657634°,"59,916","1,376.76",12.766,"1,389.53"
North Carolina,37079,Greene,Snow Hill,+35.481933°,–77.681667°,77.681667°,"21,362",688.749,1.222,689.971
North Carolina,37081,Guilford,Greensboro,+36.079065°,–79.788665°,79.788665°,"488,406","1,672.37",30.884,"1,703.25"
North Carolina,37083,Halifax,Halifax,+36.251438°,–77.644842°,77.644842°,"54,691","1,875.38",18.371,"1,893.75"
North Carolina,37085,Harnett,Lillington,+35.368635°,–78.871610°,78.871610°,"114,678","1,541.01",16.361,"1,557.37"
North Carolina,37087,Haywood,Waynesville,+35.557097°,–82.972807°,82.972807°,"59,036","1,434.06",2.417,"1,436.47"
North Carolina,37089,Henderson,Hendersonville,+35.336424°,–82.479634°,82.479634°,"106,740",966.242,5.602,971.844
North Carolina,37091,Hertford,Winton,+36.363517°,–76.981616°,76.981616°,"24,669",914.422,18.892,933.313
North Carolina,37093,Hoke,Raeford,+35.017233°,–79.241964°,79.241964°,"46,952","1,012.02",4.02,"1,016.04"
North Carolina,37095,Hyde,Swan Quarter,+35.408157°,–76.153687°,76.153687°,"5,810","1,586.89","2,101.32","3,688.21"
North Carolina,37097,Iredell,Statesville,+35.806356°,–80.874545°,80.874545°,"159,437","1,486.22",59.749,"1,545.97"
North Carolina,37099,Jackson,Sylva,+35.286463°,–83.130641°,83.130641°,"40,271","1,271.05",9.816,"1,280.87"
North Carolina,37101,Johnston,Smithfield,+35.513405°,–78.367267°,78.367267°,"168,878","2,049.46",10.891,"2,060.35"
North Carolina,37103,Jones,Trenton,+35.032160°,–77.356443°,77.356443°,"10,153","1,219.13",6.494,"1,225.62"
North Carolina,37105,Lee,Sanford,+35.476075°,–79.172220°,79.172220°,"57,866",660.342,10.577,670.918
North Carolina,37107,Lenoir,Kinston,+35.238062°,–77.639023°,77.639023°,"59,495","1,037.53",5.768,"1,043.30"
North Carolina,37109,Lincoln,Lincolnton,+35.487825°,–81.225176°,81.225176°,"78,265",771.656,23.577,795.233
North Carolina,37111,McDowell,Franklin,+35.682232°,–82.048029°,82.048029°,"44,996","1,141.17",13.957,"1,155.13"
